nombre,genero,director,pais,duracion_ms
Shazam!,Thriller,Martin Scorsese,Estados Unidos,7852891
Silver Linings Playbook,Aventura,James Cameron,Estados Unidos,8905204
Scream,Comedia,James Cameron,Estados Unidos,9932078
Sleepy Hollow,Thriller,Andrey Zvyagintsev,Estados Unidos,6376004
Slumdog Millionaire,Crimen,Bong Joon-ho,Estados Unidos,5889086
Smokey and the Bandit,Aventura,Hayao Miyazaki,Estados Unidos,8448666
Snowpiercer,Crimen,James Cameron,Estados Unidos,5633631
Spider-Man,Ciencia ficción,Francis Ford Coppola,Estados Unidos,9514562
Spider-Man: No Way Home,Acción,Steven Spielberg,Estados Unidos,7394626
Stand by Me,Romance,Guillermo del Toro,Estados Unidos,8353555
Star Wars: Return of the Jedi,Crimen,Pedro Almodóvar,Estados Unidos,10222453
Step Brothers,Crimen,Martin Scorsese,Estados Unidos,9932327
Step Up,Romance,Pedro Almodóvar,Estados Unidos,10609732
Superbad,Thriller,Steven Spielberg,Estados Unidos,5825325
Superfly,Comedia,Steven Spielberg,Estados Unidos,10136713
Suicide Squad,Ciencia ficción,Francis Ford Coppola,Estados Unidos,6817076
Sunset Boulevard,Comedia,Steven Spielberg,Estados Unidos,9561911
Taken,Acción,Hayao Miyazaki,Estados Unidos,6381137
The 5th Wave,Acción,James Cameron,Estados Unidos,8663280
The Accountant,Romance,Andrey Zvyagintsev,Estados Unidos,5568325
The Air I Breathe,Aventura,Steven Spielberg,Estados Unidos,10616963
The Amityville Horror,Crimen,Martin Scorsese,Estados Unidos,9614839
The Big Sick,Acción,Francis Ford Coppola,Estados Unidos,9402709
The Bourne Supremacy,Ciencia ficción,Francis Ford Coppola,Estados Unidos,5949437
The Breakfast Club,Acción,Martin Scorsese,Estados Unidos,8783236
The Chronicles of Narnia,Ciencia ficción,Quentin Tarantino,Estados Unidos,10673116
The Conjuring,Thriller,Guillermo del Toro,Estados Unidos,10340368
The Dark Knight Rises,Ciencia ficción,Bong Joon-ho,Estados Unidos,5905376
The Departed,Comedia,Guillermo del Toro,Estados Unidos,9881198
The Devil Wears Prada,Acción,Bong Joon-ho,Estados Unidos,7180483
The Emoji Movie,Crimen,Quentin Tarantino,Estados Unidos,10684069
The Equalizer,Drama,Martin Scorsese,Estados Unidos,8762399
The Fault in Our Stars,Comedia,Ridley Scott,Estados Unidos,9722697
The Fifth Element,Acción,Steven Spielberg,Estados Unidos,9520150
The G.I. Joe: The Rise of Cobra,Thriller,Hayao Miyazaki,Estados Unidos,6692153
The Godfather Part II,Drama,Martin Scorsese,Estados Unidos,7404002
The Grand Budapest Hotel,Acción,Steven Spielberg,Estados Unidos,6778104
The Green Mile,Ciencia ficción,Bong Joon-ho,Estados Unidos,5885184
The Hangover,Drama,Steven Spielberg,Estados Unidos,7025631
The Incredibles 2,Aventura,Hayao Miyazaki,Estados Unidos,6823758
The Irishman,Drama,Guillermo del Toro,Estados Unidos,8634539
The Italian Job,Thriller,Pedro Almodóvar,Estados Unidos,8880713
The Karate Kid,Crimen,James Cameron,Estados Unidos,7250717
The Lego Movie,Thriller,Steven Spielberg,Estados Unidos,10461402
The Lord of the Rings: The Return of the King,Romance,Quentin Tarantino,Estados Unidos,5482495
The Matrix Reloaded,Acción,Andrey Zvyagintsev,Estados Unidos,7602567
The Matrix Revolutions,Thriller,Bong Joon-ho,Estados Unidos,8928770
The Meg,Aventura,Pedro Almodóvar,Estados Unidos,9158946
The Mighty Ducks,Ciencia ficción,Quentin Tarantino,Estados Unidos,8452398
The Mist,Comedia,Martin Scorsese,Estados Unidos,9033076
The Monuments Men,Ciencia ficción,James Cameron,Estados Unidos,7738825
The Nightmare Before Christmas,Crimen,Steven Spielberg,Estados Unidos,10302300
The Pursuit of Happyness,Aventura,Andrey Zvyagintsev,Estados Unidos,7514903
The Revenant,Comedia,James Cameron,Estados Unidos,9636727
The Sandlot,Comedia,Ridley Scott,Estados Unidos,10386389
The Secret Life of Walter Mitty,Acción,Bong Joon-ho,Estados Unidos,7833272
The Shining,Comedia,Hayao Miyazaki,Estados Unidos,10215103
The Social Network,Ciencia ficción,Francis Ford Coppola,Estados Unidos,9345554
The Sword in the Stone,Ciencia ficción,Christopher Nolan,Estados Unidos,10530086
The Terminal,Aventura,Francis Ford Coppola,Estados Unidos,6679665
The Thirteenth Floor,Aventura,Francis Ford Coppola,Estados Unidos,6479357
The Truman Show,Drama,Ridley Scott,Estados Unidos,6413590
The Twilight Saga: New Moon,Acción,Hayao Miyazaki,Estados Unidos,9289662
The War of the Worlds,Thriller,Quentin Tarantino,Estados Unidos,6124417
The Wolf of Wall Street,Comedia,Guillermo del Toro,Estados Unidos,10408054
There Will Be Blood,Aventura,James Cameron,Estados Unidos,7125805
This Is Spinal Tap,Drama,James Cameron,Estados Unidos,9584991
Thor: Ragnarok,Romance,Guillermo del Toro,Estados Unidos,6204033
Top Gun,Romance,Christopher Nolan,Estados Unidos,10304737
Total Recall,Crimen,Pedro Almodóvar,Estados Unidos,6714313
Toy Story 3,Comedia,Martin Scorsese,Estados Unidos,9857661
Toy Story 4,Comedia,Christopher Nolan,Estados Unidos,10373631
Training Day,Drama,Guillermo del Toro,Estados Unidos,9325898
Tropic Thunder,Thriller,Guillermo del Toro,Estados Unidos,6165558
Twilight,Ciencia ficción,Guillermo del Toro,Estados Unidos,8878338
Unbreakable,Acción,Hayao Miyazaki,Estados Unidos,9106430
Unforgiven,Crimen,Bong Joon-ho,Estados Unidos,7424928
V for Vendetta,Romance,James Cameron,Estados Unidos,10063269
Waking Ned Devine,Thriller,Ridley Scott,Estados Unidos,10246733
WALL-E,Ciencia ficción,Andrey Zvyagintsev,Estados Unidos,7861222
Walk the Line,Romance,Hayao Miyazaki,Estados Unidos,10683106
War Horse,Aventura,Guillermo del Toro,Estados Unidos,5437199
Wonder Woman,Romance,Pedro Almodóvar,Estados Unidos,7123418
Wonder Woman 1984,Drama,Steven Spielberg,Estados Unidos,6438676
You�ve Got Mail,Ciencia ficción,Francis Ford Coppola,Estados Unidos,8952231
Zombieland,Comedia,James Cameron,Estados Unidos,7921143
Zootopia,Acción,Pedro Almodóvar,Estados Unidos,7326268
Big Hero 6,Crimen,Bong Joon-ho,Estados Unidos,7926785
Brave,Drama,James Cameron,Estados Unidos,8032702
Frozen II,Acción,Christopher Nolan,Estados Unidos,9640083
Cars,Ciencia ficción,Christopher Nolan,Estados Unidos,6852203
Guardians of the Galaxy Vol. 2,Ciencia ficción,Ridley Scott,Estados Unidos,9682085
Captain Marvel,Romance,Pedro Almodóvar,Estados Unidos,7652089
Black Panther,Acción,Christopher Nolan,Estados Unidos,9672291
Deadpool 2,Comedia,Guillermo del Toro,Estados Unidos,8337045
Shazam!,Ciencia ficción,Guillermo del Toro,Estados Unidos,5677488
Aquaman,Acción,Bong Joon-ho,Estados Unidos,9120794
Captain America: Civil War,Romance,Steven Spielberg,Estados Unidos,7812065
Guardians of the Galaxy Vol. 3,Romance,Quentin Tarantino,Estados Unidos,10161067
Spider-Man: Far From Home,Romance,James Cameron,Estados Unidos,10514301
Thor: Ragnarok,Acción,Hayao Miyazaki,Estados Unidos,6510997
Iron Man 2,Acción,Bong Joon-ho,Estados Unidos,9814689
Iron Man 3,Drama,Ridley Scott,Estados Unidos,10666882
The Dark Knight Rises,Acción,Francis Ford Coppola,Estados Unidos,6002268
Shrek,Ciencia ficción,James Cameron,Estados Unidos,5849052
The Lego Movie,Ciencia ficción,Bong Joon-ho,Estados Unidos,8448081
Finding Dory,Thriller,Ridley Scott,Estados Unidos,5580307
Inside Out,Acción,Steven Spielberg,Estados Unidos,9393970
Moana,Acción,Bong Joon-ho,Estados Unidos,7961080
The Jungle Book,Comedia,Guillermo del Toro,Estados Unidos,8223168
The Lion King,Thriller,Steven Spielberg,Estados Unidos,5917634
The Incredibles 2,Thriller,James Cameron,Estados Unidos,8232200
Monsters University,Drama,Christopher Nolan,Estados Unidos,8354572
Toy Story 2,Romance,Martin Scorsese,Estados Unidos,8304070
Toy Story 3,Drama,Ridley Scott,Estados Unidos,7551298
Kung Fu Panda,Ciencia ficción,Steven Spielberg,Estados Unidos,5695062
Kung Fu Panda 2,Crimen,Andrey Zvyagintsev,Estados Unidos,10625659
Kung Fu Panda 3,Aventura,Christopher Nolan,Estados Unidos,10101645
Despicable Me,Aventura,Quentin Tarantino,Estados Unidos,8363880
Despicable Me 2,Thriller,Andrey Zvyagintsev,Estados Unidos,10788456
Despicable Me 3,Ciencia ficción,Christopher Nolan,Estados Unidos,10265872
Minions,Drama,Pedro Almodóvar,Estados Unidos,9189897
Madagascar 3: Europe�s Most Wanted,Ciencia ficción,Quentin Tarantino,Estados Unidos,10558043
Monsters vs. Aliens,Comedia,Steven Spielberg,Estados Unidos,10524199
Cars 2,Acción,Ridley Scott,Estados Unidos,10084715
Wallace & Gromit: The Curse of the Were-Rabbit,Romance,Hayao Miyazaki,Estados Unidos,5552557
Ant-Man,Ciencia ficción,Pedro Almodóvar,Estados Unidos,8619251
Ant-Man and the Wasp,Acción,Guillermo del Toro,Estados Unidos,7096959
Doctor Strange,Drama,Pedro Almodóvar,Estados Unidos,6649627
Spider-Man: Homecoming,Drama,Andrey Zvyagintsev,Estados Unidos,5798949
Batman: Mask of the Phantasm,Crimen,Steven Spielberg,Estados Unidos,7088283
Justice League,Ciencia ficción,Bong Joon-ho,Estados Unidos,9472553
X-Men: Days of Future Past,Romance,Quentin Tarantino,Estados Unidos,7422039
X-Men: Apocalypse,Drama,Quentin Tarantino,Estados Unidos,8902145
X-Men: First Class,Romance,Guillermo del Toro,Estados Unidos,10176021
The Avengers,Crimen,James Cameron,Estados Unidos,8744613
The Incredibles,Comedia,Guillermo del Toro,Estados Unidos,6260464
Ratatouille,Drama,Martin Scorsese,Estados Unidos,5905403
The Polar Express,Crimen,Quentin Tarantino,Estados Unidos,5926615
Wallace & Gromit in The Curse of the Were-Rabbit,Crimen,Martin Scorsese,Estados Unidos,9427285
The Princess and the Frog,Comedia,Guillermo del Toro,Estados Unidos,9738861
Fantastic Beasts and Where to Find Them,Comedia,Pedro Almodóvar,Estados Unidos,6373106
Fantastic Four,Romance,Guillermo del Toro,Estados Unidos,5510949
Fantastic Four: Rise of the Silver Surfer,Romance,Christopher Nolan,Estados Unidos,5894336
The Hobbit: An Unexpected Journey,Aventura,Martin Scorsese,Estados Unidos,7440829
The Hobbit: The Desolation of Smaug,Drama,Pedro Almodóvar,Estados Unidos,5404671
The Hobbit: The Battle of the Five Armies,Comedia,Bong Joon-ho,Estados Unidos,7469501
Percy Jackson: Sea of Monsters,Romance,Martin Scorsese,Estados Unidos,6735222
Teen Titans Go! To the Movies,Ciencia ficción,Ridley Scott,Estados Unidos,10454783
Zootopia,Acción,James Cameron,Estados Unidos,6401934
The LEGO Movie 2: The Second Part,Crimen,Francis Ford Coppola,Estados Unidos,8727475
Frozen,Drama,Quentin Tarantino,Estados Unidos,9366537
Frozen II,Acción,Pedro Almodóvar,Estados Unidos,7942652
Big Hero 6,Drama,Quentin Tarantino,Estados Unidos,8206265
Brave,Drama,Martin Scorsese,Estados Unidos,6788035
Finding Nemo,Thriller,Quentin Tarantino,Estados Unidos,5764602
Ratatouille,Comedia,Andrey Zvyagintsev,Estados Unidos,5994581
Monsters Inc.,Romance,Pedro Almodóvar,Estados Unidos,5938186
Up,Romance,Quentin Tarantino,Estados Unidos,6181012
Shrek 2,Crimen,Francis Ford Coppola,Estados Unidos,7738084
Shrek Forever After,Romance,Christopher Nolan,Estados Unidos,8856859
Kung Fu Panda 2,Drama,Christopher Nolan,Estados Unidos,7988646
Kung Fu Panda 3,Ciencia ficción,Andrey Zvyagintsev,Estados Unidos,8241367
How to Train Your Dragon,Acción,Steven Spielberg,Estados Unidos,7603861
How to Train Your Dragon 2,Drama,Bong Joon-ho,Estados Unidos,7496272
How to Train Your Dragon: The Hidden World,Drama,Steven Spielberg,Estados Unidos,6327949
Cars 3,Ciencia ficción,Christopher Nolan,Estados Unidos,6803382
The Croods,Acción,Ridley Scott,Estados Unidos,9698173
Despicable Me 2,Drama,Hayao Miyazaki,Estados Unidos,6775149
Hotel Transylvania,Crimen,Hayao Miyazaki,Estados Unidos,6968394
Cloudy with a Chance of Meatballs,Thriller,Guillermo del Toro,Estados Unidos,9564668
Cloudy with a Chance of Meatballs 2,Crimen,Quentin Tarantino,Estados Unidos,9123746
The Peanuts Movie,Aventura,Ridley Scott,Estados Unidos,9056560
The Emoji Movie,Comedia,Guillermo del Toro,Estados Unidos,6811196
Ice Age: Dawn of the Dinosaurs,Acción,Hayao Miyazaki,Estados Unidos,8983175
Ice Age: Continental Drift,Thriller,James Cameron,Estados Unidos,5642061
Ice Age: Collision Course,Comedia,Christopher Nolan,Estados Unidos,6353295
Madagascar 2,Comedia,Pedro Almodóvar,Estados Unidos,9822542
Madagascar 3,Aventura,James Cameron,Estados Unidos,6162318
The Angry Birds Movie,Crimen,James Cameron,Estados Unidos,8017950
The Angry Birds Movie 2,Ciencia ficción,Quentin Tarantino,Estados Unidos,5651798
The Lego Batman Movie,Ciencia ficción,Guillermo del Toro,Estados Unidos,10196480
Dr. Seuss' The Grinch,Drama,Guillermo del Toro,Estados Unidos,9120022
A Shaun the Sheep Movie: Farmageddon,Acción,Steven Spielberg,Estados Unidos,5930026
The Boss Baby,Drama,Pedro Almodóvar,Estados Unidos,9760378
The Boss Baby: Family Business,Crimen,James Cameron,Brasil,8488624
Trolls World Tour,Thriller,Pedro Almodóvar,Brasil,5562894
Sing 2,Drama,Steven Spielberg,Brasil,7368195
The Mitchells vs. the Machines,Aventura,Bong Joon-ho,Brasil,7919886
Puss in Boots: The Last Wish,Aventura,Francis Ford Coppola,Brasil,5406888
Kung Fu Panda 2,Romance,Quentin Tarantino,Brasil,9147302
Toy Story 3,Crimen,Martin Scorsese,Brasil,8652606
Shrek Forever After,Comedia,James Cameron,Brasil,5761979
A Bittersweet Life,Crimen,Pedro Almodóvar,corea del sur,10279971
A Moment to Remember,Comedia,Steven Spielberg,corea del sur,9341728
A Werewolf Boy,Ciencia ficción,James Cameron,corea del sur,9676259
Accident,Romance,James Cameron,corea del sur,6442245
All About My Wife,Romance,Christopher Nolan,corea del sur,5938008
As One,Ciencia ficción,Pedro Almodóvar,corea del sur,5742449
Asura: The City of Madness,Thriller,Guillermo del Toro,corea del sur,7664465
Attack the Gas Station,Acción,Christopher Nolan,corea del sur,9646721
Battle Royale,Thriller,Steven Spielberg,corea del sur,5710583
Bedevilled,Crimen,Christopher Nolan,corea del sur,8946549
Be with You,Thriller,Bong Joon-ho,corea del sur,7550612
Behind the Camera,Romance,Andrey Zvyagintsev,corea del sur,7175470
Betrayal,Acción,Francis Ford Coppola,corea del sur,6313412
Bittersweet Life,Acción,Steven Spielberg,corea del sur,5444291
Blood Rain,Comedia,Quentin Tarantino,corea del sur,9513185
Blossom Again,Aventura,Christopher Nolan,corea del sur,10381894
Blue Dragon,Acción,Martin Scorsese,corea del sur,9161829
Bloody Reunion,Comedia,Guillermo del Toro,corea del sur,7889895
Bong Joon-ho�s Memories of Murder,Ciencia ficción,Quentin Tarantino,corea del sur,7226489
Breathless,Ciencia ficción,Hayao Miyazaki,corea del sur,6096181
Call Boy,Crimen,Bong Joon-ho,corea del sur,6938581
Castaway on the Moon,Acción,Guillermo del Toro,corea del sur,10748444
Cheongchoon,Acción,Andrey Zvyagintsev,corea del sur,7585061
Chilling Romance,Crimen,Francis Ford Coppola,corea del sur,9078887
Chosun Detective,Acción,James Cameron,corea del sur,7504056
Confession of Murder,Drama,Pedro Almodóvar,corea del sur,7071076
Confidential Assignment,Aventura,Christopher Nolan,corea del sur,7922400
Confession,Thriller,Christopher Nolan,corea del sur,10021508
Contact,Thriller,Guillermo del Toro,corea del sur,5400257
Cop Car,Comedia,Steven Spielberg,corea del sur,5962970
Copan,Comedia,Martin Scorsese,corea del sur,10439025
Countdown,Romance,Steven Spielberg,corea del sur,7948641
Crush and Blush,Thriller,Guillermo del Toro,corea del sur,7867089
Crying Fist,Thriller,Quentin Tarantino,corea del sur,9501020
Dare to Dream,Crimen,Andrey Zvyagintsev,corea del sur,10144788
Deadly Deal,Romance,Martin Scorsese,corea del sur,8611543
Decision to Leave,Comedia,Martin Scorsese,corea del sur,10403739
Departed,Thriller,Pedro Almodóvar,corea del sur,10250324
Destruction,Crimen,Christopher Nolan,corea del sur,8949157
Detective K,Acción,Hayao Miyazaki,corea del sur,8615260
Devil�s Game,Drama,Hayao Miyazaki,corea del sur,8609720
Diary of June,Ciencia ficción,Francis Ford Coppola,corea del sur,5992325
Diving,Drama,Bong Joon-ho,corea del sur,6604177
Don�t Cry Mommy,Ciencia ficción,Pedro Almodóvar,corea del sur,6985517
Doomsday,Thriller,Pedro Almodóvar,corea del sur,6314920
Dream,Thriller,Hayao Miyazaki,corea del sur,7465883
Drunken Master,Drama,Steven Spielberg,corea del sur,5931914
Duet,Acción,Guillermo del Toro,corea del sur,6454072
Earthquake,Ciencia ficción,Bong Joon-ho,corea del sur,5551190
End of Animal,Thriller,Hayao Miyazaki,corea del sur,6558283
Enemies,Acción,Christopher Nolan,corea del sur,5887129
Enlisted,Crimen,Ridley Scott,corea del sur,9074111
Evil Twin,Drama,Andrey Zvyagintsev,corea del sur,8917530
Executive Target,Acción,Bong Joon-ho,corea del sur,8254917
Exodus,Acción,Pedro Almodóvar,corea del sur,8951362
Failan,Aventura,Steven Spielberg,corea del sur,10541619
Fight Day,Comedia,Bong Joon-ho,corea del sur,8129914
First Love,Drama,Bong Joon-ho,corea del sur,8563111
First Snow,Crimen,James Cameron,corea del sur,5976881
Forgotten,Comedia,James Cameron,corea del sur,7010440
Forest of the Gods,Drama,Guillermo del Toro,corea del sur,9757544
Friend,Drama,Andrey Zvyagintsev,corea del sur,6244738
Friend 2,Thriller,Ridley Scott,corea del sur,9391991
Frozen Flower,Ciencia ficción,Bong Joon-ho,corea del sur,7001522
Gay Movie,Crimen,Christopher Nolan,corea del sur,6849506
Gintama,Ciencia ficción,Hayao Miyazaki,corea del sur,8437948
Goddess of Fire,Drama,Andrey Zvyagintsev,corea del sur,8960730
Goodbye Solo,Romance,Ridley Scott,corea del sur,9916173
Graffiti,Aventura,Francis Ford Coppola,corea del sur,8273266
Green Day,Ciencia ficción,James Cameron,corea del sur,5829810
Grey Zone,Romance,Ridley Scott,corea del sur,7927325
Guilty of Romance,Thriller,Francis Ford Coppola,corea del sur,6461588
Haebaragi,Ciencia ficción,Ridley Scott,corea del sur,6083411
Haeundae,Comedia,Ridley Scott,corea del sur,5878453
Harmful,Acción,James Cameron,corea del sur,7041608
Hearty Paws,Drama,Ridley Scott,corea del sur,10278276
Hero,Crimen,Steven Spielberg,corea del sur,6942729
Hi Bye Mama,Drama,Francis Ford Coppola,corea del sur,9297479
Hi Bye Mama,Ciencia ficción,Hayao Miyazaki,corea del sur,9965907
Hollywood Adventure,Aventura,Pedro Almodóvar,corea del sur,8380525
Hot Young Bloods,Ciencia ficción,Quentin Tarantino,corea del sur,6357588
House of the Disappeared,Comedia,Hayao Miyazaki,corea del sur,10286426
How to Use Guys with Secret Tips,Crimen,Quentin Tarantino,corea del sur,6837975
Hwayi: A Monster Boy,Acción,Guillermo del Toro,corea del sur,8749188
I Am a Cyborg But Thats OK,Comedia,James Cameron,corea del sur,8888068
I Saw the Devil,Thriller,Francis Ford Coppola,corea del sur,10173875
I Wish I Had a Wife,Comedia,Martin Scorsese,corea del sur,10025191
Identity Thief,Comedia,Christopher Nolan,corea del sur,10145955
Impossible Love,Acción,Christopher Nolan,corea del sur,5705113
In the Pool,Romance,Andrey Zvyagintsev,corea del sur,7305603
Intimate Strangers,Drama,Steven Spielberg,corea del sur,5546912
Invisible Target,Romance,Francis Ford Coppola,corea del sur,6332470
Irreversible,Drama,Francis Ford Coppola,corea del sur,6977409
Island of Fire,Crimen,Steven Spielberg,corea del sur,10029528
Innocent Witness,Drama,Martin Scorsese,corea del sur,5889173
Innocence,Crimen,Christopher Nolan,corea del sur,8221625
Innocean,Crimen,Martin Scorsese,corea del sur,9720846
Iron Man,Aventura,Francis Ford Coppola,corea del sur,7662891
Iron Thunder,Aventura,Christopher Nolan,corea del sur,6727578
Isle,Acción,Guillermo del Toro,corea del sur,8325952
It�s Okay That�s Love,Crimen,Guillermo del Toro,corea del sur,6683287
Jail Breaker,Acción,Andrey Zvyagintsev,corea del sur,9142032
Jang Gyeongja,Ciencia ficción,Hayao Miyazaki,corea del sur,8486519
Jungle,Ciencia ficción,Guillermo del Toro,corea del sur,6774528
Just Friends,Acción,James Cameron,corea del sur,7625660
Killer Toon,Crimen,Guillermo del Toro,corea del sur,6165405
Kingmaker,Ciencia ficción,Ridley Scott,corea del sur,6779699
King of Pigs,Thriller,Andrey Zvyagintsev,corea del sur,7822958
King�s Family,Ciencia ficción,Martin Scorsese,corea del sur,10049845
K-Town,Aventura,Steven Spielberg,corea del sur,6399759
Korea�s Next Top Model,Crimen,Francis Ford Coppola,corea del sur,8357523
Korea,Ciencia ficción,Christopher Nolan,corea del sur,8125468
Last Winter,Aventura,Quentin Tarantino,corea del sur,8130354
Lawless Lawyer,Aventura,Guillermo del Toro,corea del sur,7862742
Leave Me Alone,Ciencia ficción,Bong Joon-ho,corea del sur,8625953
Liar Game,Thriller,Quentin Tarantino,corea del sur,6825789
Midsummer Madness,Aventura,Bong Joon-ho,corea del sur,8886685
My Dear Desperado,Romance,Steven Spielberg,corea del sur,8811685
My Dear Summer,Romance,Christopher Nolan,corea del sur,7769509
My Girl and I,Ciencia ficción,Martin Scorsese,corea del sur,5735809
My Paparotti,Acción,Christopher Nolan,corea del sur,5597091
My Tutor Friend,Aventura,Quentin Tarantino,corea del sur,9641107
Night Falls,Acción,Guillermo del Toro,corea del sur,8501711
No Mercy,Drama,Hayao Miyazaki,corea del sur,6982674
No Reply,Aventura,Francis Ford Coppola,corea del sur,9595259
One Perfect Day,Acción,Guillermo del Toro,corea del sur,10641060
On the Edge of Innocence,Crimen,Quentin Tarantino,corea del sur,8992426
Oasis,Romance,Christopher Nolan,corea del sur,9967903
Oldboy,Acción,Bong Joon-ho,corea del sur,8257831
One Fine Spring Day,Crimen,Christopher Nolan,corea del sur,9644514
Orange,Thriller,Hayao Miyazaki,corea del sur,8860522
Paju,Acción,Hayao Miyazaki,corea del sur,10737144
Parkland,Acción,Quentin Tarantino,corea del sur,8717555
Parasite,Drama,Francis Ford Coppola,corea del sur,7664422
Perfect Number,Comedia,Francis Ford Coppola,corea del sur,7880942
Poison,Comedia,Bong Joon-ho,corea del sur,10397417
Postman to Heaven,Aventura,Martin Scorsese,corea del sur,7730759
Punch,Ciencia ficción,Christopher Nolan,corea del sur,5712574
Raging Tiger,Acción,Andrey Zvyagintsev,corea del sur,7492737
Real,Romance,James Cameron,corea del sur,9347163
Regret,Drama,Francis Ford Coppola,corea del sur,5754960
Secret Zoo,Thriller,Christopher Nolan,corea del sur,6071237
Secret Sunshine,Comedia,Bong Joon-ho,corea del sur,9498330
The Battles Without Honor and Humanity,Aventura,Andrey Zvyagintsev,corea del sur,7086285
The Call,Thriller,James Cameron,corea del sur,5664879
The Day He Arrives,Crimen,Ridley Scott,corea del sur,5748005
The Day of the Outlaw,Acción,Ridley Scott,corea del sur,9641544
The Divine Fury,Drama,Quentin Tarantino,corea del sur,5792385
The Front Line,Aventura,Martin Scorsese,corea del sur,9331861
The Host,Thriller,Christopher Nolan,corea del sur,6327483
The Housemaid,Acción,Martin Scorsese,corea del sur,10708479
The King,Thriller,Francis Ford Coppola,corea del sur,8934289
The Man from Nowhere,Romance,Steven Spielberg,corea del sur,7091334
The Miracles of the Namiya General Store,Ciencia ficción,Bong Joon-ho,corea del sur,9724493
The Night Comes for Us,Comedia,Martin Scorsese,corea del sur,7737666
The Old Garden,Ciencia ficción,Bong Joon-ho,corea del sur,5720821
The Outlaws,Drama,Bong Joon-ho,corea del sur,8406123
The Prison,Aventura,Pedro Almodóvar,corea del sur,6881766
The Secret Zoo,Aventura,Ridley Scott,corea del sur,6515570
The Sound of a Flower,Aventura,James Cameron,corea del sur,10204129
The Thieves,Acción,Quentin Tarantino,corea del sur,7208873
The Wailing,Comedia,Bong Joon-ho,corea del sur,7898538
Time to Hunt,Ciencia ficción,Andrey Zvyagintsev,corea del sur,9009612
To Catch a Virgin Ghost,Acción,Ridley Scott,corea del sur,5679803
Train to Busan,Comedia,Ridley Scott,corea del sur,10334715
Triad,Acción,Francis Ford Coppola,corea del sur,6296446
Twenty,Thriller,Pedro Almodóvar,corea del sur,8611661
Unstoppable,Crimen,Hayao Miyazaki,corea del sur,8404937
V.I.P.,Aventura,Guillermo del Toro,corea del sur,8752971
A Better Tomorrow,Ciencia ficción,Martin Scorsese,corea del sur,9673323
A City of Sadness,Acción,Guillermo del Toro,China,8939225
A Chinese Odyssey: Part One � Pandora�s Box,Ciencia ficción,Steven Spielberg,China,7698196
A Chinese Odyssey: Part Two � Cinderella,Comedia,Christopher Nolan,China,10172830
A Fond Kiss,Romance,Bong Joon-ho,China,10131497
A Hero Never Dies,Thriller,Steven Spielberg,China,8500547
A Simple Life,Aventura,James Cameron,China,8340719
Aftershock,Thriller,James Cameron,China,6787423
All the Way,Crimen,Andrey Zvyagintsev,China,10615574
American Dreams in China,Acción,Steven Spielberg,China,8933520
Ashes of Time,Crimen,Pedro Almodóvar,China,7396757
Back to 1942,Romance,Christopher Nolan,China,10003406
Badges of Fury,Aventura,Ridley Scott,China,8226611
Battle of Wits,Ciencia ficción,Christopher Nolan,China,8321674
Beijing Bicycle,Aventura,James Cameron,China,10124274
Big Brother,Thriller,Bong Joon-ho,China,10185311
Blind Detective,Crimen,James Cameron,China,7515320
Bodyguards and Assassins,Acción,Martin Scorsese,China,9354229
Borealis,Aventura,Ridley Scott,China,6984002
Brotherhood of Blades,Comedia,Pedro Almodóvar,China,8382904
Caf�. Waiting. Love,Acción,Guillermo del Toro,China,9471671
Chinese Zodiac,Thriller,Quentin Tarantino,China,9594049
City of Life and Death,Acción,Guillermo del Toro,China,6058706
Crouching Tiger  Hidden Dragon,Acción,Martin Scorsese,China,6766419
Dark Places,Comedia,Guillermo del Toro,China,7555344
Days of Being Wild,Crimen,Christopher Nolan,China,8454554
Detective Chinatown,Aventura,Bong Joon-ho,China,5747448
Detective Chinatown 2,Acción,Ridley Scott,China,8750756
Detective Chinatown 3,Acción,James Cameron,China,6905608
Dearest,Ciencia ficción,Andrey Zvyagintsev,China,9017519
Dying to Survive,Aventura,James Cameron,China,9437679
End of the World,Aventura,Guillermo del Toro,China,5703856
Fist of Legend,Drama,Andrey Zvyagintsev,China,10713301
Flying Swords of Dragon Gate,Crimen,Francis Ford Coppola,China,9332844
From Beijing with Love,Crimen,James Cameron,China,6844405
Ghost in the Shell,Drama,Ridley Scott,China,10552063
Go Lala Go!,Romance,Christopher Nolan,China,7339674
God of War,Ciencia ficción,James Cameron,China,8380112
Guns and Roses,Comedia,Andrey Zvyagintsev,China,8229290
Happy Together,Aventura,Christopher Nolan,China,7892245
Hero,Thriller,Martin Scorsese,China,8855124
House of Flying Daggers,Acción,Christopher Nolan,China,9327329
Ip Man,Aventura,Pedro Almodóvar,China,7710449
Ip Man 2,Comedia,Bong Joon-ho,China,6200062
Ip Man 3,Ciencia ficción,Pedro Almodóvar,China,10073285
Ip Man 4,Acción,Bong Joon-ho,China,6412867
Jackie Chan's Who Am I?,Thriller,James Cameron,China,7228966
King of Comedy,Acción,Bong Joon-ho,China,6081535
Kung Fu Hustle,Thriller,Quentin Tarantino,China,9241700
Kung Fu Panda,Acción,Martin Scorsese,China,7439539
Kung Fu Panda 2,Drama,Quentin Tarantino,China,5528554
Kung Fu Panda 3,Acción,Francis Ford Coppola,China,10659961
